SNOMED_CID,SNOMED_FSN,SNOMED_ENTITY,UMLS_CUI
421365002,Peripheral circulatory disorder due to type 1 diabetes mellitus ,disorder,C1720056
46113002,Hypertensive heart failure ,disorder,C0264652
61774002,Repair of rotator cuff by suture ,procedure,C0186667
86553008,Immunosuppressive therapy ,procedure,C0021079
30588004,Ischemic colitis ,disorder,C0162529
13277001,Cystic acne ,disorder,C0010666
30085007,Morton's metatarsalgia ,disorder,C0311337
399072004,Bladder neck obstruction ,disorder,C0005694
60667009,Closed fracture of rib ,disorder,C0435750
125604000,Injury of foot ,disorder,C0149697
16041008,Female hypogonadism syndrome ,disorder,C0271578
196746003,Persistent vomiting ,disorder,C0152165
23388006,Visual field scotoma ,finding,C0036454
239874001,Osteoarthritis of ankle ,disorder,C0409931
301022003,Ulcer of heel ,disorder,C0577718
34789001,Pain in coccyx ,finding,C0009193
36427004,Intervertebral disc disorder ,disorder,C0158252
396230008,Dermatomyositis ,disorder,C0011633
418763003,Periodic limb movement disorder ,disorder,C0751774
44219007,Pseudoexfoliation of lens capsule ,disorder,C0311341
447395005,Closed fracture of fibula ,disorder,C0743988
202942009,Ganglion of wrist ,disorder,C0343231
279992002,Recurrent falls ,finding,C0458990
423810002,Tendinitis of wrist ,disorder,C0750461
56890008,Victim of sexual aggression ,finding,C0277730
66383009,Gingivitis ,disorder,C0017574
68815009,Systemic lupus erythematosus glomerulonephritis syndrome ,disorder,C0024143
787001,Rheumatic mitral stenosis with regurgitation ,disorder,C0264767
80659006,Disorder of skin and/or subcutaneous tissue ,disorder,C0178298
103276001,Decreased hearing ,finding,C1384666
22890008,Augmentation mammoplasty ,procedure,C0191925
231855007,Seasonal allergic conjunctivitis ,disorder,C0339164
28701003,Low maternal weight gain ,finding,C0233214
311806008,Osteoporotic collapse of cervical vertebra ,disorder,C0589379
424131007,Easy bruising ,finding,C0423798
427399008,Drug-induced disorder of liver ,disorder,C0860207
428007007,Erectile dysfunction due to type 2 diabetes mellitus ,disorder,C1997651
55554002,Suicide attempt by inadequate means ,event,C5442105
61281005,Bloodstained sputum ,finding,C0555056
62667002,Congenital deviation of nasal septum ,disorder,C0265743
6471006,Suicidal thoughts ,finding,C0424000
65001009,Recurrent pyogenic cholangitis ,disorder,C0267920
193031009,Cluster headache syndrome ,disorder,C0009088
25899002,Closed bimalleolar fracture ,disorder,C0392611
410502007,Juvenile idiopathic arthritis ,disorder,C3495559
71908006,Ventricular fibrillation ,disorder,C0042510
127024001,Neoplasm of pituitary gland ,disorder,C0032019
17450006,Myoclonus ,finding,C0027066
18040001,Senile osteoporosis ,disorder,C0029459
225561003,Pressure injury of heel ,disorder,C0558158
28944009,Cytomegalovirus infection ,disorder,C0010823
3228009,Closed fracture of shaft of radius ,disorder,C0272638
363732003,Addison's disease ,disorder,C0001403
40108008,Thalassemia ,disorder,C0039730
418304008,Diastolic heart failure ,disorder,C1135196
77090002,Bullous pemphigoid ,disorder,C0030805
90235006,Closed fracture of shaft of humerus ,disorder,C0159692
10849003,Removal of foreign body ,procedure,C0184937
238107002,Deficiency of macronutrients ,disorder,C0033677
254938000,Astrocytoma of brain ,disorder,C3695127
268236002,Congenital bladder neck stenosis ,disorder,C0341741
27916005,Abscess of liver ,disorder,C0023885
419503008,Hyperhomocysteinemia ,disorder,C0598608
73749009,Neonatal jaundice associated with preterm delivery ,disorder,C0158971
7620006,Crohn's disease of large bowel ,disorder,C0156147
78809005,Gastric polyp ,disorder,C0236048
82598004,Secondary hypothyroidism ,disorder,C3665349
194856005,Subsequent myocardial infarction ,disorder,C0348593
19598007,Generalized epilepsy ,disorder,C0014548
208463007,Open fracture of one or more phalanges of hand ,disorder,C0159796
249134008,Bloodstained liquor ,finding,C0427792
28079008,Multiparous ,finding,C0026751
298222004,Active range of joint movement reduced ,finding,C0575002
78975002,Malignant essential hypertension ,disorder,C0024588
90470006,Prostatectomy ,procedure,C0033573
3238004,Pericarditis ,disorder,C0031046
56267009,Multi-infarct dementia ,disorder,C0011263
171223006,Ischemic heart disease screening ,procedure,C0740220
23719005,Transplantation of bone marrow ,procedure,C0005961
237783006,Mass of adrenal gland ,finding,C0342500
298854003,Shoulder joint unstable ,finding,C0575624
3951002,Proctitis ,disorder,C0033246
48387007,Incision of trachea ,procedure,C0040591
70466008,Bruit ,finding,C0006318
76976005,Optic atrophy ,disorder,C0029124
87860000,Mass of testicle ,finding,C0241353
10380004,Crushing injury of finger ,disorder,C0273445
126851005,Neoplasm of liver ,disorder,C0023903
14893008,Burn of hand ,disorder,C0274089
26629001,Short bowel syndrome ,disorder,C0036992
425007008,"Migraine without aura, not refractory ",disorder,C1827190
428061005,Malignant neoplasm of brain ,disorder,C0153633
52247003,Repair of aortic valve with tissue graft ,procedure,C0553903
73105000,Pes anserinus bursitis ,disorder,C0263929
8493009,Chronic gastritis ,disorder,C0085695
92308005,Benign neoplasm of prostate ,disorder,C0154009
188189001,"Malignant neoplasm of corpus uteri, excluding isthmus ",disorder,C1279258
206470003,Perinatal jaundice due to galactosemia ,disorder,C0473785
408418009,Upper airway resistance syndrome ,disorder,C1319384
428905002,Malignant neoplasm of gastrointestinal tract ,disorder,C0685938
53627009,Closed fracture of radius AND ulna ,disorder,C0272624
58188004,Traumatic arthropathy ,disorder,C0152086
767678008,Recurrent left inguinal hernia ,disorder,C0262611
767679000,Recurrent right inguinal hernia ,disorder,C2063838
302933001,Tear of lateral meniscus of knee ,disorder,C0159972
363668000,Cholesteatoma ,disorder,C0008373
40956001,Guillain-Barr‚ syndrome ,disorder,C0018378
56218007,Systolic hypertension ,disorder,C0221155
81902001,Sprain of medial collateral ligament of knee ,disorder,C0160081
247803002,Seasonal affective disorder ,disorder,C0085159
267981009,Pain in thoracic spine ,finding,C0677061
300007000,Screening for cardiovascular system disease ,procedure,C0576746
312442005,History of atrial fibrillation ,situation,C0729790
42262007,Total shoulder replacement ,procedure,C0186657
56202001,Retinal detachment with retinal defect ,disorder,C0154808
895454001,Lichen sclerosus ,disorder,C0023652
232722009,Coronary artery bypass grafts x 4 ,procedure,C0396783
300984006,Skin ulcer of calf ,disorder,C0577688
309086004,Paresthesia of hand ,finding,C0239836
395507008,Premature infant ,finding,C0021294
67678004,Acute atopic conjunctivitis ,disorder,C0001309
773296007,Paronychia due to ingrown nail ,disorder,C0263525
103739003,"History and physical examination, occupation ",procedure,C0481846
199246003,Anemia during pregnancy - baby not yet delivered ,disorder,C0473326
248110007,Sexual assault ,event,C0237236
248228001,Funny turn ,finding,C0424531
281050002,Livebirth ,finding,C0419373
44651004,Contraceptive use education ,procedure,C0204948
50049003,Urostomy management and care ,regime/therapy,C0199990
71286001,Spinal cord compression ,disorder,C0037926
71651007,Mammography ,procedure,C0024671
71833008,Crohn's disease of small and large intestines ,disorder,C0267383
76376003,Endometriosis of uterus ,disorder,C0341858
786919007,Sexually assaultive behavior ,finding,C5192274
87795007,"Complete transurethral resection of prostate, including control of postoperative bleeding ",procedure,C0194814
26889001,Myositis ,disorder,C0027121
28998008,Retinal hemorrhage ,disorder,C0035317
42345000,Polyneuropathy ,disorder,C0152025
193995004,Acquired nasolacrimal duct stenosis ,disorder,C0155248
234947003,Tooth disorder ,disorder,C0040435
274407009,Intrauterine device check ,procedure,C0559236
371973000,Malignant neoplasm of uterus ,disorder,C0153567
402599005,Acanthosis nigricans ,disorder,C0000889
414293001,Fracture of tibia AND fibula ,disorder,C0159852
416189003,Exostosis ,disorder,C1442903
59935001,Functional heart murmur ,finding,C0232255
78623009,Endometritis ,disorder,C0014179
94022001,Primary malignant neoplasm of skin of face ,disorder,C0684364
12026006,Paroxysmal tachycardia ,disorder,C0039236
195847009,Polyp of vocal cord or larynx ,disorder,C0155851
202487003,Sacroiliac joint pain ,finding,C0458232
24369008,Pulmonary sarcoidosis ,disorder,C0036205
417237009,Blister of skin AND/OR mucosa ,disorder,C1579830
48334007,Congenital dislocation of hip ,disorder,C0019555
70637004,Cellulitis of toe ,disorder,C0263134
94264008,Secondary malignant neoplasm of soft tissues ,disorder,C0684686
111516008,Blurring of visual image ,finding,C0344232
17140000,Neonatal jaundice due to delayed conjugation ,disorder,C0392543
182832007,Procedure related to management of drug administration ,procedure,C0150270
18735004,Congenital omphalocele ,disorder,C0795690
191920007,Nondependent cocaine abuse in remission ,disorder,C0338689
198903000,Hemorrhage due to placenta previa ,disorder,C0156621
206038006,Fetal or neonatal effect of maternal oligohydramnios ,disorder,C0411161
236974004,Instrumental delivery ,procedure,C0162209
312110005,Gallbladder and bile duct calculi ,disorder,C0589630
31992008,Secondary hypertension ,disorder,C0155616
371073003,Postural orthostatic tachycardia syndrome ,disorder,C1299624
430395005,Pneumonia caused by Gram negative bacteria ,disorder,C0854248
445140006,Periodic leg movements of sleep ,finding,C2919187
193982009,Epiphora ,disorder,C0152227
306058006,Aplastic anemia ,disorder,C0002874
11816003,Diet education ,procedure,C0204932
125594001,Injury of shoulder region ,disorder,C0149776
15771004,Diabetes insipidus ,disorder,C0011848
194112008,Esotropia with accommodative compensation ,disorder,C0155336
235872006,Hepatitis C carrier ,finding,C0400920
285375003,Pain in penis ,finding,C0497481
370247008,Facial laceration ,disorder,C1299982
371405004,Disorder of eye proper ,disorder,C0015397
43295006,Closed fracture of humerus ,disorder,C0272609
64156001,Thrombophlebitis ,disorder,C0040046
85102008,Cerebellar ataxia ,disorder,C0007758
87715008,Xerostomia ,disorder,C0043352
95855003,Traumatic amputation of finger ,disorder,C0347584
171413000,Health examination of sub-group ,procedure,C0420148
188462001,Secondary malignant neoplasm of brain and spinal cord ,disorder,C0153688
237557003,Mass of thyroid gland ,finding,C0349453
25953003,Colostomy management and care ,regime/therapy,C0199895
267020005,History of tubal ligation ,situation,C0438066
392021009,Lumpectomy of breast ,procedure,C0851238
392291006,Angle-closure glaucoma ,disorder,C0017605
427752004,Excision of lamina of lumbar vertebra for decompression of spinal cord ,procedure,C1997992
428882003,History of cholecystectomy ,situation,C1997098
78648007,At risk for infection ,finding,C0582147
171258008,Up-to-date with immunizations ,finding,C0474298
209827006,Concussion with less than 1 hour loss of consciousness ,disorder,C0160122
252425004,Cardiac electrophysiology ,procedure,C0430467
313299006,Severe chronic obstructive pulmonary disease ,disorder,C0730607
35025007,Manual pelvic examination ,procedure,C0200045
40024006,Retinal defect ,disorder,C0154823
425359009,Blunt injury ,disorder,C0043253
443786003,Injury while engaged in sports activity ,disorder,C2732928
445982009,Endoscopy and biopsy of upper gastrointestinal tract ,procedure,C2960784
58612006,Acute myocardial infarction of lateral wall ,disorder,C0340311
78456001,Normal menstrual cycle ,finding,C0025329
85672005,Anterior horn cell disease ,disorder,C0154681
90958004,Thrombosis of arteries of lower extremity ,disorder,C0729949
90446007,Pruritus ani ,disorder,C0033775
32390006,Panhypopituitarism ,disorder,C0242343
397923000,Somatization disorder ,disorder,C0520482
50448004,Fracture of vertebral column ,disorder,C0080179
5158005,Gilles de la Tourette's syndrome ,disorder,C0040517
771113001,Sodium retention ,disorder,C4722157
771115008,Hypernatremia ,disorder,C0020488
102447009,Postmenopausal osteoporosis ,disorder,C0029458
165468009,Erythrocyte sedimentation rate raised ,finding,C0151632
289474006,Lesion of vulva ,finding,C0221784
317006,Reactive hypoglycemia ,disorder,C0271710
36857002,Onychia of finger ,disorder,C0311210
439740005,Postoperative follow-up visit ,procedure,C2585426
46970008,Pneumonia caused by Mycoplasma pneumoniae ,disorder,C0032302
48606007,Drug resistance to insulin ,disorder,C0021655
60600009,Disorder of the larynx ,disorder,C0023051
63144007,Vulvitis ,disorder,C0042996
66381006,Adjustment disorder with mixed disturbance of emotions AND conduct ,disorder,C0001541
74728003,Hypopituitarism ,disorder,C0020635
81817003,Atherosclerosis of aorta ,disorder,C0155733
191519005,Dementia associated with another disease ,disorder,C0338632
191871005,"Combined drug dependence, excluding opioids ",disorder,C0338728
209548004,Sprain of ligament of lumbosacral joint ,disorder,C0272914
240542006,Anogenital warts ,disorder,C0009663
254679001,Milia ,disorder,C0345996
263247007,Fracture of calcaneus ,disorder,C0281926
274769005,Albuminuria ,finding,C0001925
279043006,Pain in buttock ,finding,C0231710
398102009,Acute poliomyelitis ,disorder,C0032371
416462003,Wound ,disorder,C0043250
420868002,Disorder due to type 1 diabetes mellitus ,disorder,C1720297
94455000,Secondary malignant neoplasm of ovary ,disorder,C0022790
118681009,Procedure on endocrine system ,procedure,C1292867
161558008,History of vasectomy ,situation,C0455564
161587009,History of head injury ,situation,C0455587
197377009,Gallbladder calculus with acute cholecystitis and no obstruction ,disorder,C0400985
218016007,Accidents caused by cutting and piercing instruments or objects ,event,C0261713
265250008,Reduction plasty of bilateral breasts ,procedure,C0191924
278073009,Unsatisfactory cardiotochogram tracing ,finding,C0457238
297279009,Steroid therapy ,procedure,C0149783
300950007,Infected hand ,disorder,C0577657
309464009,Elbow fracture ,disorder,C0600106
35919005,Pervasive developmental disorder ,disorder,C0524528
399872003,Severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus ,disorder,C1275952
423279000,Refractory migraine without aura ,disorder,C1827624
424225000,Cardiovascular stress test using the dobutamine stress test protocol ,procedure,C1828348
6893006,First stage of labor ,finding,C0022871
74227009,Apraxic aphonia ,disorder,C0264611
76069003,Disorder of bone ,disorder,C0005940
45564002,Achalasia of esophagus ,disorder,C0014848
11092001,Sinus tachycardia ,finding,C0039239
111293003,Venous thrombosis ,disorder,C0042487
1145402008,Congenital macrocephaly ,disorder,C1836599
1145403003,Macrocephaly ,finding,C2243051
30753002,Normal pressure hydrocephalus ,disorder,C0020258
6962006,Hypertensive retinopathy ,disorder,C0152132
