Word,POS,IOB,Tag
obstruction,NN,I-NP,B-PROBLEM
complications,NNS,B-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
passage,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
some,DT,B-NP,I-PROBLEM
blood,NN,I-NP,I-PROBLEM
clots,NNS,I-NP,I-PROBLEM
blood,NN,B-NP,B-PROBLEM
per,IN,B-VP,I-PROBLEM
rectum,NN,B-NP,I-PROBLEM
blood,NN,B-NP,B-PROBLEM
per,IN,B-VP,I-PROBLEM
rectum,NN,B-NP,I-PROBLEM
blood,NN,B-NP,B-PROBLEM
per,IN,B-VP,I-PROBLEM
rectum,NN,B-NP,I-PROBLEM
bleeding,VBG,O,B-PROBLEM
per,IN,B-VP,I-PROBLEM
rectum,NN,B-NP,I-PROBLEM
bleeding,VBG,O,B-PROBLEM
some,DT,B-NP,B-PROBLEM
initial,JJ,I-NP,I-PROBLEM
nausea,NN,I-NP,I-PROBLEM
emesis,NN,I-NP,B-PROBLEM
dizziness,NN,I-NP,B-PROBLEM
some,DT,B-NP,B-PROBLEM
slight,JJ,I-NP,I-PROBLEM
headaches,NNS,I-NP,I-PROBLEM
headaches,NNS,I-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
dizziness,NN,I-NP,I-PROBLEM
Her,PRP$,O,B-PROBLEM
wound,NN,B-NP,I-PROBLEM
chronic,JJ,B-NP,B-PROBLEM
pancreatitis,NN,I-NP,I-PROBLEM
alcohol,VB,O,B-PROBLEM
abuse,IN,B-VP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
cystic,JJ,I-NP,I-PROBLEM
lesion,NN,I-NP,I-PROBLEM
abdominal,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
pancreatitis,NN,B-NP,B-PROBLEM
an,DT,B-NP,B-PROBLEM
enlargement,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
head,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
his,PRP$,O,I-PROBLEM
pancreas,NNS,B-NP,I-PROBLEM
early,JJ,B-NP,B-PROBLEM
pseudocyst,NN,I-NP,I-PROBLEM
not,RB,O,B-PROBLEM
do,VB,O,I-PROBLEM
well,RB,O,I-PROBLEM
minimal,JJ,B-NP,B-PROBLEM
food,NN,I-NP,I-PROBLEM
intake,NN,I-NP,I-PROBLEM
lost,VBN,O,B-PROBLEM
about,IN,B-VP,I-PROBLEM
20,CD,O,I-PROBLEM
pounds,NNS,B-NP,I-PROBLEM
significantly,RB,O,B-PROBLEM
elevated,VBN,O,I-PROBLEM
alkaline,JJ,B-NP,I-PROBLEM
phosphatase,NN,I-NP,I-PROBLEM
abdominal,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
pancreatitis,NN,B-NP,I-PROBLEM
nausea,NN,B-NP,B-PROBLEM
vomiting,NN,B-NP,B-PROBLEM
vomited,VBN,O,B-PROBLEM
heme,NN,I-NP,B-PROBLEM
positive,JJ,B-NP,I-PROBLEM
material,NN,I-NP,I-PROBLEM
11%,CD,O,B-PROBLEM
bandemia,NN,B-NP,I-PROBLEM
flow,NN,I-NP,B-PROBLEM
pancreatitis,NN,B-NP,B-PROBLEM
common,JJ,B-NP,B-PROBLEM
bile,NN,I-NP,I-PROBLEM
duct,NN,I-NP,I-PROBLEM
obstruction,NN,I-NP,I-PROBLEM
dropped,VBN,O,B-PROBLEM
dropped,VBD,B-VP,B-PROBLEM
recorded,JJ,B-NP,B-PROBLEM
melena,NN,I-NP,I-PROBLEM
stones,NNS,B-NP,B-PROBLEM
wall,NN,I-NP,B-PROBLEM
thickening,VBG,O,I-PROBLEM
a,DT,O,B-PROBLEM
dilated,JJ,O,I-PROBLEM
common,JJ,O,I-PROBLEM
bile,IN,B-VP,I-PROBLEM
duct,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
long,JJ,I-NP,I-PROBLEM
nipple,NN,I-NP,I-PROBLEM
like,IN,B-VP,I-PROBLEM
papilla,NN,B-NP,I-PROBLEM
Streptococcus,NNP,B-NP,B-PROBLEM
sanguis-gordonii,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
abnormal,JJ,I-NP,I-PROBLEM
pap,NN,I-NP,I-PROBLEM
smear,NN,I-NP,I-PROBLEM
grade,NN,B-NP,B-PROBLEM
1,CD,O,I-PROBLEM
endometrial,JJ,B-NP,I-PROBLEM
cancer,NN,I-NP,I-PROBLEM
menses,NNS,I-NP,B-PROBLEM
menopausal,NN,B-NP,B-PROBLEM
spotting,VBG,O,B-PROBLEM
some,DT,B-NP,B-PROBLEM
constant,JJ,I-NP,I-PROBLEM
constant,JJ,I-NP,B-PROBLEM
brown,NN,I-NP,I-PROBLEM
brown,JJ,B-NP,I-PROBLEM
discharge,NN,I-NP,I-PROBLEM
discharge,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
endometrial,JJ,I-NP,I-PROBLEM
cell,NN,I-NP,I-PROBLEM
grade,JJ,O,B-PROBLEM
1,CD,O,I-PROBLEM
endometrial,JJ,B-NP,I-PROBLEM
cancer,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
grade,JJ,O,I-PROBLEM
1,CD,O,I-PROBLEM
cancer,NN,B-NP,I-PROBLEM
invasion,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
myometrium,NN,I-NP,I-PROBLEM
coronary,JJ,B-NP,B-PROBLEM
artery,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
endocarditis,NN,B-NP,B-PROBLEM
shortness,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
left-sided,JJ,I-NP,I-PROBLEM
infiltrate,NN,I-NP,I-PROBLEM
effusion,NN,I-NP,B-PROBLEM
chest,NN,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
weakness,NN,B-NP,B-PROBLEM
cough,NN,B-NP,B-PROBLEM
intermittently,RB,O,B-PROBLEM
short,JJ,O,I-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
atrial,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
recurrent,JJ,B-NP,B-PROBLEM
pleural,JJ,I-NP,I-PROBLEM
effusion,NN,I-NP,I-PROBLEM
Incisions,NNS,B-NP,B-PROBLEM
nontender,NN,B-NP,B-PROBLEM
nondistended,VBD,B-VP,B-PROBLEM
edema,NN,I-NP,B-PROBLEM
Right,NNP,B-NP,B-PROBLEM
lower,JJR,B-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
incision,NN,I-NP,I-PROBLEM
Type,NNP,I-NP,B-PROBLEM
I,PRP,O,I-PROBLEM
DM,NNP,B-NP,I-PROBLEM
HTN,NNP,B-NP,B-PROBLEM
gastroparesis,NN,B-NP,B-PROBLEM
ESRD,NNP,B-NP,B-PROBLEM
hypertensive,JJ,B-NP,B-PROBLEM
urgency,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
usual,JJ,B-NP,I-PROBLEM
nausea,NN,I-NP,I-PROBLEM
vomiting,VBG,O,B-PROBLEM
abdominal,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
hypertensive,JJ,O,B-PROBLEM
somnolence,NN,I-NP,B-PROBLEM
lack,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
desire,NN,B-NP,I-PROBLEM
diaphoretic,JJ,O,B-PROBLEM
pain,NN,B-NP,B-PROBLEM
vomiting,VBG,O,B-PROBLEM
clear,JJ,B-NP,I-PROBLEM
substance,NN,I-NP,I-PROBLEM
similar,JJ,B-NP,B-PROBLEM
complaints,NNS,I-NP,I-PROBLEM
abdominal,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
nausea,NN,B-NP,B-PROBLEM
vomiting,NN,I-NP,B-PROBLEM
labile,JJ,B-NP,B-PROBLEM
blood,NN,I-NP,I-PROBLEM
sugars,NNS,I-NP,I-PROBLEM
hypoglycemia,NN,B-NP,B-PROBLEM
critically,RB,O,B-PROBLEM
high,JJ,O,I-PROBLEM
somewhat,RB,O,B-PROBLEM
uncomfortable,JJ,O,I-PROBLEM
nausea,NN,B-NP,B-PROBLEM
abdominal,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
sleepiness,NN,I-NP,B-PROBLEM
CP,NNP,B-NP,B-PROBLEM
SOB,NNP,B-NP,B-PROBLEM
HA,NNP,B-NP,B-PROBLEM
vision,NN,B-NP,B-PROBLEM
changes,NNS,I-NP,I-PROBLEM
neck,NN,B-NP,B-PROBLEM
stiffness,NN,I-NP,I-PROBLEM
dysuria,NN,B-NP,B-PROBLEM
other,JJ,B-NP,B-PROBLEM
symptoms,NNS,I-NP,I-PROBLEM
hypotensive,JJ,O,B-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
localizing,JJ,I-NP,B-PROBLEM
signs,NNS,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
infection,NN,B-NP,I-PROBLEM
abscess,NN,B-NP,B-PROBLEM
at,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
site,NN,I-NP,I-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
somnolent,JJ,O,B-PROBLEM
low,JJ,O,B-PROBLEM
disoriented,VBN,O,B-PROBLEM
GPC,NNP,B-NP,B-PROBLEM
in,IN,B-VP,I-PROBLEM
pairs,NNS,B-NP,I-PROBLEM
and,CC,O,I-PROBLEM
clusters,NNS,B-NP,I-PROBLEM
specific,JJ,B-NP,B-PROBLEM
complaints,NNS,I-NP,I-PROBLEM
hypertensive,JJ,B-NP,B-PROBLEM
urgency,NN,I-NP,I-PROBLEM
hypertension,NN,B-NP,B-PROBLEM
inability,NN,I-NP,B-PROBLEM
to,TO,O,I-PROBLEM
take,VB,O,I-PROBLEM
meds,NNS,B-NP,I-PROBLEM
N/V,NNP,B-NP,B-PROBLEM
autonomic,JJ,B-NP,B-PROBLEM
dysfunction,NN,I-NP,I-PROBLEM
active,JJ,B-NP,B-PROBLEM
end,NN,I-NP,I-PROBLEM
organ,JJ,B-NP,I-PROBLEM
damage,NN,I-NP,I-PROBLEM
mildly,RB,O,B-PROBLEM
elevated,VBN,O,I-PROBLEM
demand,NN,I-NP,B-PROBLEM
ischemia,NN,I-NP,I-PROBLEM
hypertensive,JJ,B-NP,B-PROBLEM
urgency,NN,I-NP,I-PROBLEM
Pt,NNP,B-NP,B-PROBLEM
's,POS,O,I-PROBLEM
hypertensive,JJ,B-NP,I-PROBLEM
urgency,NN,I-NP,I-PROBLEM
difficulty,NN,B-NP,B-PROBLEM
bacteremia,NN,B-NP,B-PROBLEM
coag,VBP,O,B-PROBLEM
neg,JJ,B-NP,I-PROBLEM
staph,NN,I-NP,I-PROBLEM
+,NNP,B-NP,B-PROBLEM
blood,NN,I-NP,I-PROBLEM
cultures,NNS,I-NP,I-PROBLEM
endocarditis,NN,B-NP,B-PROBLEM
stigmata,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
SBE,NNP,B-NP,I-PROBLEM
diabetic,JJ,B-NP,B-PROBLEM
gastropathy,NN,I-NP,I-PROBLEM
inability,NN,B-NP,B-PROBLEM
to,TO,O,I-PROBLEM
toleral,JJ,B-NP,I-PROBLEM
oral,JJ,I-NP,I-PROBLEM
antihypertensive,JJ,I-NP,I-PROBLEM
medication,NN,I-NP,I-PROBLEM
hypertensive,JJ,B-NP,B-PROBLEM
urgency,NN,I-NP,I-PROBLEM
n/v/,JJ,B-NP,B-PROBLEM
abdominal,JJ,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
similar,JJ,B-NP,B-PROBLEM
complaints,NNS,I-NP,I-PROBLEM
gastroparesis,NN,I-NP,B-PROBLEM
DMI,NNP,B-NP,B-PROBLEM
hypoglycemia,NN,B-NP,B-PROBLEM
CAD,NNP,B-NP,B-PROBLEM
cp,JJ,B-NP,B-PROBLEM
sob,NN,I-NP,B-PROBLEM
demand,NN,I-NP,B-PROBLEM
ischemia,NN,I-NP,I-PROBLEM
original,JJ,B-NP,B-PROBLEM
hypertensive,JJ,I-NP,I-PROBLEM
urgency,NN,I-NP,I-PROBLEM
persistent,JJ,B-NP,B-PROBLEM
elevation,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
trop,JJ,B-NP,I-PROBLEM
ESRD,NNP,I-NP,B-PROBLEM
ESRD,NN,B-NP,B-PROBLEM
DM,NNP,I-NP,B-PROBLEM
HTN,NNP,B-NP,B-PROBLEM
difficulty,NN,B-NP,B-PROBLEM
his,PRP$,O,B-PROBLEM
PORT,NNP,B-NP,I-PROBLEM
line,NN,I-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
numerous,JJ,I-NP,B-PROBLEM
clots,NNS,I-NP,I-PROBLEM
infection,NN,B-NP,B-PROBLEM
difficulty,NN,B-NP,B-PROBLEM
subtherapeuticon,JJ,B-NP,B-PROBLEM
INR,NNP,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
PORT,NNP,B-NP,I-PROBLEM
line,NN,I-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
mixed,JJ,B-NP,B-PROBLEM
adenocarcinoma,NN,I-NP,I-PROBLEM
large,JJ,B-NP,B-PROBLEM
cell,NN,I-NP,I-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
left,JJ,I-NP,I-PROBLEM
upper,JJ,I-NP,I-PROBLEM
lobe,NN,I-NP,I-PROBLEM
lung,NN,B-NP,B-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
unresectable,JJ,I-NP,I-PROBLEM
mediastinal,JJ,I-NP,I-PROBLEM
tumor,NN,I-NP,I-PROBLEM
cancer,NN,B-NP,B-PROBLEM
anthracosis,NN,B-NP,B-PROBLEM
a,DT,O,B-PROBLEM
poorly,RB,O,I-PROBLEM
differentiated,VBN,O,I-PROBLEM
adenocarcinoma,NN,B-NP,I-PROBLEM
focal,JJ,B-NP,B-PROBLEM
giant,JJ,I-NP,I-PROBLEM
cells,NNS,I-NP,I-PROBLEM
metastatic,JJ,B-NP,B-PROBLEM
disease,NN,I-NP,I-PROBLEM
nausea,NN,I-NP,B-PROBLEM
vomiting,NN,B-NP,B-PROBLEM
mild,JJ,B-NP,B-PROBLEM
increase,NN,I-NP,I-PROBLEM
increase,NN,I-NP,B-PROBLEM
her,PRP$,O,B-PROBLEM
hypertension,NN,B-NP,I-PROBLEM
fluid,VB,O,B-PROBLEM
overload,NN,B-NP,I-PROBLEM
modest,JJ,I-NP,B-PROBLEM
anemia,NN,I-NP,I-PROBLEM
unanticipated,JJ,I-NP,B-PROBLEM
side,NN,I-NP,I-PROBLEM
effects,NNS,I-NP,I-PROBLEM
polycythemia,NN,B-NP,B-PROBLEM
vera,NN,I-NP,I-PROBLEM
left,JJ,B-NP,B-PROBLEM
side,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
complex,JJ,O,I-PROBLEM
left,VBD,B-VP,I-PROBLEM
renal,JJ,B-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
complex,NN,I-NP,B-PROBLEM
left,JJ,B-NP,I-PROBLEM
renal,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
gross,JJ,I-NP,B-PROBLEM
adenopathy,NN,I-NP,I-PROBLEM
renal,JJ,B-NP,B-PROBLEM
vein,NN,I-NP,I-PROBLEM
involvement,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
tumor,NN,I-NP,I-PROBLEM
minor,JJ,B-NP,B-PROBLEM
fullness,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
left,JJ,I-NP,I-PROBLEM
renal,JJ,I-NP,I-PROBLEM
pelvis,NN,I-NP,I-PROBLEM
postpartum,NN,B-NP,B-PROBLEM
depression,NN,I-NP,I-PROBLEM
labor,NN,B-NP,B-PROBLEM
grunting,NN,B-NP,B-PROBLEM
flaring,VBG,O,B-PROBLEM
retractions,NNS,B-NP,B-PROBLEM
transient,JJ,B-NP,B-PROBLEM
tachypnea,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,O,I-PROBLEM
newborn,JJ,O,I-PROBLEM
mild,NN,I-NP,B-PROBLEM
streakiness,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
lung,NN,I-NP,I-PROBLEM
fields,NNS,I-NP,I-PROBLEM
respiratory,NN,B-NP,B-PROBLEM
distress,NN,I-NP,I-PROBLEM
mild,JJ,B-NP,B-PROBLEM
oxygen,NN,I-NP,I-PROBLEM
desaturation,NN,I-NP,I-PROBLEM
apneic,NN,I-NP,B-PROBLEM
or,CC,O,I-PROBLEM
brady,JJ,B-NP,I-PROBLEM
episodes,NNS,I-NP,I-PROBLEM
murmur,NN,I-NP,B-PROBLEM
sepsis,NN,B-NP,B-PROBLEM
risk,NN,I-NP,I-PROBLEM
factors,NNS,I-NP,I-PROBLEM
left,JJ,I-NP,B-PROBLEM
shift,NN,I-NP,I-PROBLEM
growth,NN,B-NP,B-PROBLEM
diabetes,NNS,B-NP,B-PROBLEM
hypertension,NN,B-NP,B-PROBLEM
shortness,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
easy,JJ,B-NP,B-PROBLEM
fatigability,NN,I-NP,I-PROBLEM
increased,JJ,B-NP,B-PROBLEM
dyspnea,NN,I-NP,I-PROBLEM
cannot,NN,B-NP,B-PROBLEM
chest,JJS,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
orthopnea,NN,B-NP,B-PROBLEM
paroxysmal,JJ,B-NP,B-PROBLEM
nocturnal,JJ,I-NP,I-PROBLEM
dyspnea,NN,I-NP,I-PROBLEM
abdominal,JJ,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
nausea,NN,I-NP,B-PROBLEM
vomiting,VBG,O,B-PROBLEM
diaphoresis,NN,B-NP,B-PROBLEM
bowel,FW,O,B-PROBLEM
movement,NN,B-NP,I-PROBLEM
changes,NNS,I-NP,I-PROBLEM
increased,VBN,O,B-PROBLEM
urinary,JJ,B-NP,I-PROBLEM
frequency,NN,I-NP,I-PROBLEM
fever,NN,I-NP,B-PROBLEM
chills,NNS,B-NP,B-PROBLEM
diastolic,JJ,O,B-PROBLEM
and,CC,O,I-PROBLEM
systolic,JJ,B-NP,I-PROBLEM
dysfunction,NN,I-NP,I-PROBLEM
moderately,RB,O,B-PROBLEM
depressed,JJ,O,I-PROBLEM
left,VBD,B-VP,I-PROBLEM
ventricular,JJ,B-NP,I-PROBLEM
systolic,JJ,I-NP,I-PROBLEM
function,NN,I-NP,I-PROBLEM
hypokinesis,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
lower,JJR,I-NP,I-PROBLEM
half,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
septum,NN,B-NP,I-PROBLEM
and,CC,O,I-PROBLEM
apex,NN,B-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
distal,JJ,I-NP,I-PROBLEM
lateral,JJ,I-NP,I-PROBLEM
wall,NN,I-NP,I-PROBLEM
hypokinesis,NN,I-NP,I-PROBLEM
The,DT,B-NP,B-PROBLEM
wall,NN,I-NP,I-PROBLEM
motion,NN,I-NP,I-PROBLEM
abnormalities,NNS,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
wall,NN,I-NP,I-PROBLEM
motion,NN,I-NP,I-PROBLEM
abnormalities,VBZ,O,I-PROBLEM
a,DT,B-NP,B-PROBLEM
non-Q,JJ,I-NP,I-PROBLEM
wave,NN,I-NP,I-PROBLEM
myocardial,JJ,B-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
current,JJ,B-NP,I-PROBLEM
cardiac,JJ,I-NP,I-PROBLEM
failure,NN,I-NP,I-PROBLEM
her,PRP,O,B-PROBLEM
renal,JJ,O,I-PROBLEM
functioning,VBG,O,I-PROBLEM
worsening,NN,B-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
renal,JJ,I-NP,I-PROBLEM
issue,NN,I-NP,I-PROBLEM
increase,VB,O,B-PROBLEM
her,PRP$,O,B-PROBLEM
hypertension,NN,B-NP,I-PROBLEM
renal,JJ,B-NP,B-PROBLEM
artery,NN,I-NP,I-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
severe,JJ,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
renal,JJ,I-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
moderate,JJ,O,B-PROBLEM
to,TO,O,I-PROBLEM
severe,VB,O,I-PROBLEM
focal,JJ,B-NP,I-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
left,JJ,I-NP,I-PROBLEM
renal,JJ,I-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
coronary,JJ,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
worsened,VBN,O,B-PROBLEM
a,DT,B-NP,B-PROBLEM
recurrence,NN,I-NP,I-PROBLEM
metastasis,NN,B-NP,B-PROBLEM
recurrent,NN,B-NP,B-PROBLEM
metastasis,NN,I-NP,I-PROBLEM
anterior,JJ,B-NP,B-PROBLEM
midepigastric,JJ,I-NP,I-PROBLEM
abdominal,JJ,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
nausea,NN,I-NP,B-PROBLEM
vomiting,NN,B-NP,B-PROBLEM
diarrhea,NN,I-NP,B-PROBLEM
decreased,VBN,O,B-PROBLEM
output,NN,B-NP,I-PROBLEM
from,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
ostomy,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
radiating,VBG,O,B-PROBLEM
to,TO,O,I-PROBLEM
the,DT,B-NP,I-PROBLEM
back,NN,I-NP,I-PROBLEM
multiple,JJ,B-NP,B-PROBLEM
dilated,JJ,I-NP,I-PROBLEM
loops,NNS,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
small,JJ,B-NP,I-PROBLEM
bowel,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
partial,JJ,I-NP,I-PROBLEM
small,JJ,I-NP,I-PROBLEM
bowel,NN,I-NP,I-PROBLEM
obstruction,NN,I-NP,I-PROBLEM
The,DT,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
back,RB,O,B-PROBLEM
pain,NN,B-NP,I-PROBLEM
fever,NN,I-NP,B-PROBLEM
spikes,NNS,I-NP,I-PROBLEM
OA,NNP,B-NP,B-PROBLEM
Afib,NNP,B-NP,B-PROBLEM
severe,JJ,O,B-PROBLEM
3VD,CD,O,I-PROBLEM
known,VBN,O,B-PROBLEM
Atrial,NNP,B-NP,I-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
coronary,JJ,B-NP,B-PROBLEM
artery,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
motor,NN,I-NP,I-PROBLEM
vehicle,NN,I-NP,I-PROBLEM
accident,NN,I-NP,I-PROBLEM
diagnosed,VBN,O,B-PROBLEM
liver,RB,O,I-PROBLEM
liver,JJ,B-NP,B-PROBLEM
laceration,NN,I-NP,I-PROBLEM
laceration,NN,I-NP,I-PROBLEM
pain,NN,B-NP,B-PROBLEM
The,DT,B-NP,B-PROBLEM
liver,JJ,I-NP,I-PROBLEM
laceration,NN,I-NP,I-PROBLEM
rupture,NN,B-NP,B-PROBLEM
further,JJ,B-NP,B-PROBLEM
complication,NN,I-NP,I-PROBLEM
biliary,JJ,B-NP,B-PROBLEM
stasis,NN,I-NP,I-PROBLEM
large,JJ,O,B-PROBLEM
right,RB,O,I-PROBLEM
thyroid,JJ,B-NP,I-PROBLEM
cystic,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
eroding,VBG,O,B-PROBLEM
hemoptysis,NN,B-NP,B-PROBLEM
respiratory,NN,B-NP,B-PROBLEM
distress,NN,I-NP,I-PROBLEM
anaplastic,JJ,B-NP,B-PROBLEM
thyroid,NN,I-NP,I-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
neck,NN,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
The,DT,B-NP,B-PROBLEM
mass,NN,I-NP,I-PROBLEM
anaplastic,JJ,B-NP,B-PROBLEM
tumors,NNS,I-NP,I-PROBLEM
necrotic,JJ,O,B-PROBLEM
The,DT,B-NP,B-PROBLEM
mass,NN,I-NP,I-PROBLEM
cystic,JJ,O,B-PROBLEM
syncope,NN,I-NP,B-PROBLEM
SSS;,NNP,B-NP,B-PROBLEM
URI;,NNP,I-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
URI,NNP,I-NP,I-PROBLEM
dry,JJ,B-NP,B-PROBLEM
cough;,NN,I-NP,I-PROBLEM
fever,NN,I-NP,B-PROBLEM
chills,NNS,B-NP,B-PROBLEM
sore,RB,O,B-PROBLEM
throat,NN,B-NP,I-PROBLEM
myalgias,NN,B-NP,B-PROBLEM
James,NNP,I-NP,B-PROBLEM
pna,NN,I-NP,I-PROBLEM
hemoptysis;,VB,O,B-PROBLEM
coughed,VBD,B-VP,B-PROBLEM
up,RP,O,I-PROBLEM
blood,NN,B-NP,B-PROBLEM
stridorous,JJ,B-NP,B-PROBLEM
breathing,NN,I-NP,I-PROBLEM
respiratory,NN,B-NP,B-PROBLEM
distress,NN,I-NP,I-PROBLEM
Thyroid,NNP,B-NP,B-PROBLEM
cyst,NN,I-NP,I-PROBLEM
tracheal,JJ,B-NP,B-PROBLEM
mass,NN,I-NP,I-PROBLEM
fever,NN,B-NP,B-PROBLEM
night,NN,B-NP,B-PROBLEM
sweats,NNS,I-NP,I-PROBLEM
weakness,NN,I-NP,B-PROBLEM
weight,JJ,B-NP,B-PROBLEM
loss,NN,I-NP,I-PROBLEM
large,JJ,B-NP,B-PROBLEM
thyroid,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
endotracheal,RB,O,B-PROBLEM
obstructing,VBG,O,I-PROBLEM
tumor,NN,B-NP,I-PROBLEM
extrinsic,JJ,B-NP,B-PROBLEM
compression,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
high,JJ,I-NP,I-PROBLEM
trachea,NN,I-NP,I-PROBLEM
thyroid,JJ,B-NP,B-PROBLEM
mass,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
intratracheal,JJ,I-NP,I-PROBLEM
tumor,NN,I-NP,I-PROBLEM
component,NN,I-NP,I-PROBLEM
anaplastic,JJ,B-NP,B-PROBLEM
tumor,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
